"tipo_elem";distrito;id;"cod_cent";"nombre";utm_x;utm_y;longitud;latitud
"URB";8;10320;"73044";"GLORIA FUERTES O-E(SENDA DEL INFANTE-MARIA CASARES)";438459.19669071;4482885.821853985;-3.72621998840129;40.49439475329311
"URB";6;5717;"63030";"(AFOROS)Raimundo Fdez.Villaverde E-O - Edgar Neville-Aviador Zorita";440859.09044985;4477559.663674138;-3.69740523183011;40.4465890778349
"URB";20;3664;"71001";"Alcalá - Electra-San Romualdo";447279.241922653;4477041.761589744;-3.62165860959117;40.44235545027889
"URB";2;7004;"97099";"Méndez Alvaro O-E - Repsol -Estrella Naos";441980.075911068;4472221.848194359;-3.68370015142115;40.39858235767561
"URB";9;4304;"30011";"Po FLORIDA, 11 N-S(MOZART-ENTRADA ESTACION DEL NORTE)";438797.654087324;4474779.592822043;-3.72144471568594;40.42139585914013
"URB";8;6561;"75003";"AV. LLANO CASTELLANO S-N (MAURICIO LEGENDRE - MANUEL TOVAR)";442020.529636233;4481886.21583429;-3.68410551279151;40.48564633955955
"URB";1;4203;"14005";"ATOCHA E-O(LEON-SAN SEBASTIAN)";440553.27479772;4473846.060628896;-3.70066394589891;40.41311343554057
"URB";20;3709;"71004";"Alcalá - Av. Canillejas a Vicálvaro-San  Mariano";447828.129021717;4477295.290223903;-3.61520756699202;40.44467400775596
"URB";10;5021;"95017";"Pº EXTREMADURA E-O(FRUELA-GUADARRAMA)";437992.535672255;4473835.718362045;-3.73084259884059;40.4128334362848
"URB";4;9890;"06017";"Velazquez S-N - (Hermosilla -Ayala";441977.616507621;4475347.827829933;-3.6840142173171;40.42674262227155
"URB";10;5008;"95024";"Pº EXTREMADURA E-O(TURISMUNDO-GRAL. MANSO)";437478.262624745;4473591.490421597;-3.73687953584815;40.41059485898916
"URB";10;5024;"95026";"Pº EXTREMADURA O-E(NAVAS DEL REY-LA MILAGROSA)";437400.967174757;4473545.639577555;-3.73778595553689;40.41017600639406
"URB";5;5542;"61030";"Av.Pio XII  N-S - Jerez-Macarena";442685.734424975;4479404.901702444;-3.67603299156974;40.46333977634055
"URB";5;5543;"61031";"Av.Pio XII N-S - Macarena-Alfonso XII";442651.308161872;4479195.395213173;-3.67642009715302;40.4614500717588
"URB";3;7053;"10037";"MAIQUEZ 52 S-N (ALC. SAINZ BARANDA - IBIZA)";442888.848618431;4474309.410751442;-3.673179334495;40.41745107498609
"URB";11;3686;"49030";"OCA N-S(MATILDE FERNANDEZ-GRAL.RICARDOS) FRENTE-DERECHA";437819.430782926;4471175.109563382;-3.73262283890964;40.38885259099275
"URB";11;5077;"50014";"(AFOROS) VALLE ORO E-O (ARGÜESO-CNO. VIEJO DE LEGANÉS)";438403.121560441;4470996.378860504;-3.7257289300524;40.38728586422482
"URB";11;3481;"51024";"CASTROJERIZ SENTIDO NE-SO";437162.366918767;4470874.237289404;-3.7403341971695;40.38609289569627
"URB";10;5020;"95027";"FRANCISO BRIZUELA  S-N(BENICASIM-Pº EXTREMADURA)";437306.514522828;4473451.67173747;-3.73888981905046;40.40932239700582
"URB";11;5288;"85014";"ANTONIO LOPEZ O-E(BALEARES-MONTSERRAT)";439480.884012598;4472010.237262331;-3.71312811080291;40.39649819004587
"URB";8;9882;"32014";"RIBADAVIA N-S(COLEGIO GARCIA LORCA-SINESIO DELGADO)";440288.377204304;4480479.232849816;-3.7044094134477;40.472848938173
"URB";10;5002;"95005";"PSO. EXTREMADURA E-O(ALONSO FERNANDEZ-CARAMUEL)";438371.247379709;4473954.475724458;-3.72639080982517;40.41393138094239
"URB";11;4949;"38031";"(AFOROS)EUGENIA MONTIJO S-N(AV. POBLADOS-NTRA. SRA. FATIMA)GIRO";436392.418995138;4469883.359102936;-3.74930585097798;40.37710820553144
"URB";11;10596;"84038";"(CARRIL BUS) AV. PESETA E-O (TRENTIN - LUIS ORO)";436743.574449487;4468378.329792582;-3.74502020377563;40.36357693496929
"URB";11;10585;"84041";"(CARRIL BUS) AV. PESETA E-O(CUEVAS ALTAMIRA-PINAR SAN JOSE)";435304.106840695;4468367.958175767;-3.76197147799317;40.36337305279029
"URB";10;5016;"95030";"JUAN TORNERO E-O(LAIN CALVO-CARAMUEL)";438402.378441057;4473716.787450846;-3.72600089693703;40.41179248648299
"URB";20;11308;"64052";"CARRIL_BUS_Suecia 6 - Marsella - Rumania";448255.563429214;4474734.467332942;-3.60995906767293;40.42163125319622
"URB";20;3710;"71005";"Alcalá - Gutiérrez Canales-San Mariano";447973.854384247;4477429.51478638;-3.61350026999177;40.44589231355972
"URB";17;11045;"27012";"EDUARDO BARREIROS N-S(STO. ISIDRA-JOSE PEREZ)";440137.423967483;4467358.436034145;-3.70495543706886;40.35463973719938
"URB";10;10428;"95033";"PSO. EXTREMADURA E-O(GUADARRAMA-SISEBUTO)";437860.578539311;4473773.265567431;-3.73239167366211;40.41226099423587
"URB";5;3961;"06018";"Lopez Hoyos, 38 O-E - Pedro Valdivia-Gta. Lopez Hoyos";442135.014671019;4476751.402890925;-3.68228659510473;40.43939767224944
"URB";9;6636;"36007";"AV. VICTORIA E-O (AURELIO DE LA TORRE - FEDERICO AGUSTI)";429550.432785365;4480579.012466657;-3.83108279602661;40.47290640885887
"URB";9;5204;"36013";"ALMANZORA O-E Nº 1 (CINCO LAGUNAS - PICO OCEJON)";432944.976150562;4479189.051354936;-3.79089470497661;40.46066632757873
"URB";11;10256;"50039";"MERCEDES DOMINGO S-N (JULIO DOMINGO-VIA)";438756.601260758;4470903.708030517;-3.72155566862166;40.38647710129332
"URB";11;5236;"84001";"AV. CARABANCHEL ALTO N-S(CARPIO TORTA-AV. PESETA)";435997.147486594;4468342.68249028;-3.75380716147249;40.36319884479538
"URB";9;4889;"28040";"AV. OSA MAYOR Nº 29 O-E (PL. NTRA. SRA. BUEN CONSEJO)";433904.942944982;4479042.710959538;-3.77955793567323;40.45942496908384
"URB";10;5017;"95036";"Pº OLIVOS O-E(Mª DEL CARMEN-CARAMUEL)";437982.904809674;4473158.24385781;-3.73089007390978;40.40672973815952
"URB";9;10961;"36005";"AV. VICTORIA E-O (DOMINGO ALVAREZ - AV. ESTACION)";429200.790658818;4480756.577529807;-3.83522687594374;40.47447620374708
"URB";11;5251;"84017";"AV EURO S-N(PESO HISPANO-AGUACATE)";436969.841889925;4468834.672553015;-3.74240059166803;40.36770502245
"URB";1;4212;"14016";"RONDA VALENCIA E-O(MESON DE PAREDES-GTA. EMBAJADORES)";440509.633206474;4472998.85020988;-3.70109908125219;40.40547823264727
"URB";5;5547;"61035";"Principe de Vergara S-N - Concha Espina-Pl.República Ecuador";442557.229455396;4478194.860759252;-3.67743913225668;40.45243030040615
"URB";11;5105;"51006";"OCA S-N (GRAL.RICARDOS-PL.ALMODOVAR)";437737.30539627;4471228.843978973;-3.73359563252542;40.38933052095981
"URB";2;4214;"14018";"EMBAJADORES N-S(GTA. EMBAJADORES-MORATINES)";440409.940131697;4472896.100241966;-3.70226426889858;40.40454548077066
"URB";9;4881;"36014";"PICO OCEJON Ø32 N-S (ARASCUES-AV. OSA MAYOR)";433135.12729271;4479055.380031736;-3.78863804704723;40.45947750856139
"URB";11;10588;"84043";"(CARRIL BUS) AV. PESETA O-E(CORONA-DINERO)";436253.435690759;4468210.503695361;-3.75077570834474;40.36202775074383
"URB";8;4556;"32015";"LA BANEZA O-E(CAMINO GANAPANES-AV. BETANZOS)";439598.462000153;4480885.387368451;-3.71258632942731;40.47645784053221
"URB";12;5084;"50018";"PSO.STA.M.CABEZA S-N LATERAL";439059.787957688;4470589.376431006;-3.71795379240414;40.3836676799627
"URB";5;3434;"06020";"Velazquez S-N - Maria Molina-Lopez Hoyos";442071.792379765;4476601.664177446;-3.68301834783908;40.43804435279764
"URB";11;10657;"84054";"SALVADOR ALLENDE N-S(JACOBEO-AV. PESETA)";435664.022338634;4468367.62926829;-3.75773280560196;40.36339793895888
"URB";12;4792;"85002";"SAN GRACIANO E-O";440266.39671912;4471551.664360194;-3.7038296584738;40.39242384471123
"URB";5;5546;"61034";"Principe de Vergara N-S - Potosi-Pl.República Ecuador";442589.572173113;4478651.558744145;-3.67709902819971;40.45654668179769
"URB";15;6496;"65018";"Fuente Carrantona N-S - Av. Daroca-M23";446811.139230284;4474090.860612879;-3.62693104185572;40.41574217378351
"URB";14;6461;"65057";"Fuente Carrantona - Av. Doctor García Tapia-Mario Cabré";446357.836217815;4473074.303731364;-3.63218806152111;40.40655531395566
"URB";17;4811;"26004";"ORIO, 1 N-S(ARECHAVALETA-ALCOCER)";440920.919982986;4466939.486845675;-3.69569066994225;40.35092146396839
"URB";15;5999;"45050";"Hermanos García Noblejas - Luis del Campo - Gandhi";446574.642537691;4475289.991643868;-3.62981918050825;40.42652951750853
"URB";14;10675;"65065";"Dr. García Tapia - Molina de Segura - Mérida";445897.457089782;4473328.096783339;-3.63763501913878;40.40881184468515
"URB";19;6214;"67002";"Villablanca - Minerva-Av. Gran Vía del Este";449375.389035431;4472782.629541449;-3.59660403091411;40.40411667873132
"URB";2;4228;"14029";"Po DE LOS OLMOS N-S(RONDA TOLEDO-Po ACACIAS)";439689.351454626;4472815.379635024;-3.71074808641269;40.4037664247255
"URB";4;3962;"06022";"Juan Bravo  E-O - Nuñez de Balboa-Velazquez";442121.453385774;4476025.772742415;-3.68238039515811;40.43285990265972
"URB";11;5040;"49007";"GRAL. RICARDOS E-O(SALLABERRY-PAULINA ODIAGA)";438713.94838314;4471775.385484886;-3.72214203107814;40.39432645045399
"URB";20;6515;"71014";"San Romualdo - Cronos-Av. Arcentales";447402.931723186;4476207.910176224;-3.62013117239706;40.43485145902105
"URB";8;10372;"76037";"MONASTERIO SUSO Y YUSO E-O (MONASTERIO PAULAR - MONASTERIO MONTESCLAROS)";440524.574170383;4483737.091253208;-3.70192892941475;40.50221386041978
"URB";11;5140;"58009";"FARO E-O ENTRE VÍA LUSITANA Y ABRANTES";438377.184286232;4470303.035051845;-3.72596743746169;40.38103797338411
"URB";11;5282;"85008";"ANTONIO LEYVA S-N (JACINTO VERDAGUER -M.VADILLO)";439308.562615839;4471987.295771131;-3.71515632667139;40.3962789819833
"URB";10;5015;"95034";"CARAMUEL S-N(AV. CAPRICHOS-PABLO SARASATE)";438068.687107057;4473023.747538121;-3.7298660936824;40.40552452243197
"URB";4;3963;"06023";"Juan Bravo, 8 O-E - Claudio Coello-Lagasca";441888.307916604;4476025.143544637;-3.68512890577474;40.43283797812313
"URB";8;6565;"75007";"NTRA. SRA. VALVERDE N-S (A. CABEZON - LOURDES)";441879.849092614;4483537.827109511;-3.68591679226025;40.50051485492679
"URB";8;3408;"32016";"AV. BETANZOS N-S(LA BANEZA-MELCHOR FERNANDEZ ALMAGRO)";439681.472447743;4480851.138918017;-3.71160382912891;40.47615535133765
"URB";11;5284;"85010";"MANUEL CARMONA N-S (ARMENGOT-GRAL RICARDOS)";438989.746692431;4471991.79325091;-3.71891323893085;40.39629620288949
"URB";10;10426;"95035";"PSO. EXTREMADURA O-E(SISEBUTO-GUADARRAMA)";437801.407091285;4473736.9636787;-3.73308548102961;40.41192955202211
"URB";2;4221;"14025";"GASOMETRO S-N(Po ACACIAS-RONDA TOLEDO)";439918.00610591;4472859.01259777;-3.70805775450228;40.40417602300743
"URB";20;6512;"71010";"San Romualdo  - Alcalá-Albasanz";447212.347046753;4476766.706213799;-3.62242450432561;40.43987334726542
"URB";9;5218;"36017";"PICO OCEJÓN  Ø23 S-N (GTA. LUCRECIA PEREZ-AV. OSA MAYOR)";433244.761800443;4478935.407374627;-3.78733246100307;40.45840558132074
"URB";5;5548;"61036";"Principe de Vergara S-N - Pl.República Ecuador-Colombia";442592.699444896;4478584.358339594;-3.67705607066765;40.45594152566314
"URB";11;5038;"49005";"GRAL. RICARDOS O-E(PAULINA ODIAGA-PEÑAFIEL)";438633.538351099;4471719.090860332;-3.72308401728381;40.39381340137967
"URB";2;4229;"14030";"Po ACACIAS O-E(PIRAMIDES-JUAN ANTONIO VALLEJO- NAJERA BOTAS)";439600.642349555;4472625.303794836;-3.71177539176463;40.40204770038279
"URB";11;10929;"85028";"MARQUES JURA REAL N-S(JOAQUIN MARTINEZ BORREGERO-BALEARES)";439603.206004436;4471393.601235777;-3.71162835056721;40.390952109407
"URB";8;4559;"32019";"VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE)";440700.726966062;4480828.772577097;-3.69957800822366;40.4760272699348
"URB";11;5046;"49013";"(AFOROS) GRAL. RICARDOS O-E(ALEJANDRO MORAN-OPORTO)";437757.457626476;4471018.616750885;-3.7333376701027;40.38743820400426
"URB";10;10995;"37003";"OCAÑA E-O(OCAÑA-CAMARENA)";435658.353685874;4470691.623131528;-3.75803413552727;40.38433303594222
"URB";5;3967;"06027";"Maria Molina, 31 E-O - Nuñez de Balboa-Velazquez";442163.439035378;4476556.169073276;-3.68193369454165;40.43764089001706
"URB";5;10410;"61038";"Pº de la Habana 70 S-N - Crevillente e Infanta Mª Teresa";441987.488695321;4478346.54323048;-3.68417165580506;40.45375715463417
"URB";11;5088;"50022";"ARLANZA E-O";439202.946046069;4470941.899860654;-3.71630097270129;40.38685384420948
"URB";20;6516;"71015";"San Romualdo - Av. Arcentales-Cronos";447412.447976663;4476214.297806438;-3.62001950844824;40.43490960436188
"URB";11;3749;"86025";"JOAQUIN TURINA O-E(JUAN XXIII-CAMINO LASCRUCES)";435591.524577849;4469334.022875477;-3.75868420889933;40.37209803808206
"URB";4;3965;"06025";"Velazquez, 74 S-N - Ramon de la Cruz-Ortega y Gasset";441997.70668377;4475622.05137379;-3.68380241374166;40.42921436372313
"URB";10;11073;"37019";"TEMBLEQUE E-O (ILLESCAS-MAQUEDA)";435275.409559905;4471543.829423906;-3.76263196353928;40.39198038804373
"URB";9;6631;"36402";"(TACTICO) FEDERICO AGUSTI S-N Ø8 (ÁLVARO CABALLERO - AV. VICTORIA)";429463.72399598;4480598.150060805;-3.83210771222174;40.47307144342779
"other";11;6867;"14RL11PM01";"14RL11PM01";440109.350055492;4471776.427745444;-3.70570111429011;40.39443734918919
"other";13;6883;"90ET58PM01";"90ET58PM01";441647.109126749;4470516.272683149;-3.68746726450631;40.38319434286756
"URB";11;5047;"49014";"GRAL. RICARDOS E-O( FCO. GARCIA-PL. TOROS)";437539.340701271;4470840.688082471;-3.73588986389163;40.38581901684356
"URB";11;5048;"49015";"GRAL. RICARDOS O-E(PSO. MARCELINO CAMACHO-PL. TOROS)";437344.812131673;4470744.917799625;-3.73817213348599;40.38494166813732
"URB";8;9997;"73009";"ARROYOFRESNO N-S (GAVILANES-AV. HERRERA ORIA)";437214.409573856;4481046.568954978;-3.74072592509133;40.47773299789254
"URB";8;4558;"32018";"FINISTERRE E-O(SINESIO DELGADO-VILLA MARIN)";440710.25108208;4480728.902341603;-3.69945631984245;40.47512828014771
"URB";20;6517;"71016";"Av. Arcentales - Gta. Arcentales- San Romualdo";447399.437488939;4476066.070428771;-3.62016062828084;40.43357346104541
"URB";10;4912;"37024";"LOS YEBENES Ø46 N-S(COLEGIO HERNAN CORTES-ILLESCAS)";436208.819012432;4471364.098359436;-3.75161676016172;40.39043330377124
"URB";4;3968;"06028";"Maria Molina O-E - Principe Vergara-General Pardiñas";442429.516791169;4476525.271671135;-3.67879386082092;40.43738101370559
"URB";10;4910;"37405";"(TACTICO) OCAÑA, FRENTE Ø5 GIRO IZDA. (VALMOJADO-CAMARENA)";435577.390566479;4470762.895893536;-3.7589951212892;40.38496883394107
"URB";11;5050;"49017";"GRAL. RICARDOS E-O(PSO. MARCELINO CAMACHO-BATALLA TORRIJOS)";437203.268038423;4470693.11688641;-3.73983449791013;40.38446436577137
"URB";8;3829;"32020";"SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA)";440648.775678717;4480712.776765858;-3.70018000048972;40.47497862378926
"URB";8;10323;"73039";"GLORIA FUERTES E-O(MARIA CASARES-SENDA DEL INFANTE)";438490.910393741;4482931.726681212;-3.72585023167794;40.49481062896555
"URB";8;11360;"76077";"MONASTERIO DE POYO ENTRE MONASTERIO DE SUSO Y YUSO Y MONASTERIO DE SILOS";441284.903625714;4484358.649825904;-3.6930137774407;40.50786723246097
"URB";5;3969;"06029";"Maria Molina E-O - Fco. Silvela-Principe Vergara";442471.438330957;4476531.384079127;-3.67830016455332;40.43743897830173
"URB";17;9988;"87405";"(TACTICO) AV. ROSALES S-N (DELANTE DEL GR-3)";442156.791031385;4467581.326180139;-3.68119673443253;40.35679016159808
"URB";11;10680;"85300";"(MICRO) PSO. QUINCE DE MAYO O-E (CCTV CITYLOG)";439165.662004638;4472094.447959512;-3.71685030590774;40.39723383394022
"URB";11;5051;"49018";"GRAL. RICARDOS O-E(BLASON-PSO. MARCELINO CAMACHO)";437141.188365663;4470629.868186072;-3.74055958645411;40.38388991177477
"URB";8;4560;"32021";"VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA)";440603.196542105;4480747.793213176;-3.70072094922499;40.4752908070054
"URB";11;5049;"49016";"GRAL. RICARDOS E-O(PL. TOROS-PSO. PSO. MARCELINO CAMACHO)";437334.705317708;4470744.456451566;-3.73829115217172;40.38493675198925
"URB";11;3684;"49019";"GRAL. RICARDOS E-O(BATALLA TORRIJOS-NTRA. SRA. LUZ)";437069.310341324;4470566.969016235;-3.74140012454852;40.38331786201407
"URB";10;10225;"24044";"VILLAMANIN Ø46 S-N GIRO IZDA (A-5-VILLASANDINO)";436117.789191019;4472976.061711146;-3.75285096143932;40.4049475428135
"URB";2;4230;"14031";"EMBAJADORES S-N(STA Ma CABEZA-PALOS DE LA FRONTERA)";440602.741930713;4472590.447190382;-3.6999637533823;40.40180578240265
"URB";2;4234;"14034";"EMBAJADORES S-N(PALOS FRONTERA-SEBASTIAN ELCANO)";440516.374394092;4472741.068839296;-3.70099555003439;40.40315649189649
"URB";20;6518;"71017";"Av. Arcentales - Gta. Arcentales-San Romualdo";447421.051881663;4476076.695614677;-3.61990668776953;40.43367054573815
"URB";10;5321;"86017";"AV. AVIACION O-E(MONROY-MIRABEL)";433510.558197223;4469902.456069197;-3.78325360873263;40.37705530071682
"URB";8;4561;"32022";"FINISTERRE N-S(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO)";440565.266964691;4480877.786971269;-3.70118056582709;40.47645912713984
"URB";11;5061;"49035";"OPORTO S-N(VALLE ORO-GRAL. RICARDOS)(GIRO IZDA.)";437955.896939319;4471104.002826175;-3.73100816795028;40.3882222037377
"URB";10;5032;"95038";"GRAL. MANSO N-S(ALMIRANTE REQUESENS-PSO. EXTREMADURA)";437490.2291109;4473611.239692718;-3.73674045042952;40.41077366733833
"URB";7;4397;"18301";"(MICRO) Gta. Ruiz Giménez E-O(Delante G. 2)";440109.731080044;4475686.420760131;-3.70606468027512;40.42966044848175
"URB";20;6519;"71018";"Av. Arcentales - Av. Canillejas a Vicálvaro-San Romualdo";447556.258163568;4476097.074252607;-3.61831437319337;40.43386266506364
"URB";11;10683;"38004";"NTRA. SRA. FATIMA O-E(PINGÜINO-EUGENIA MONTIJO)(CARRIL IZQUIERDO)";436439.499895542;4470033.351708068;-3.74876623515415;40.37846299732127
"URB";11;5246;"49033";"NTRA. SRA. LUZ N-S";436945.984889227;4470528.038750735;-3.74284908026337;40.38295783710524
"URB";8;10214;"77009";"FROMISTA E-O(MOLINASECA-CASTIELLO JACA)";442600.719027243;4484479.488203921;-3.67749521670609;40.50904787801353
"URB";5;3973;"06033";"Principe Vergara N-S - Lopez Hoyos-Francisco Silvela";442425.7389774;4476880.826510157;-3.67887061908133;40.44058376215922
"URB";8;6585;"77402";"(TACTICO)CASTIELLO JACA N-S(GIRO A PTE. REINA)";442733.052957292;4483729.976590425;-3.67586557600838;40.50230513516054
"URB";10;5310;"86007";"AV.AVIACION O-E(FLAUTAS-PLATILLOS)";434716.527192167;4469510.166022331;-3.7690081952131;40.37361673576876
"URB";5;3974;"06034";"Francisco Silvela S-N - Av. America-San Fdo.del Jarama";442516.1588295;4476573.039551409;-3.67777668341297;40.4378173235354
"URB";10;5322;"86018";"SALIDA BASE MILITAR CUATRO VIENTOS S-N";433480.917139625;4469939.565531952;-3.78360662603238;40.37738723112703
"URB";10;5324;"86021";"AV. AVIACION O-E(VALLE INCLAN-RAFAEL FINAT)";434209.850633953;4469618.183405899;-3.77498723629341;40.37454995918356
"URB";10;10425;"95037";"PSO. EXTREMADURA E-O(TURISMUNDO-GRAL. MANSO)";437600.994595719;4473650.098958338;-3.7354388808943;40.41113203848187
"URB";8;4562;"32023";"FINISTERRE N-S(MELCHOR FERNANDEZ ALMAGRO-VILLA MARIN)";440568.412391115;4480866.072492178;-3.7011423625359;40.4763538237282
"URB";11;4923;"38002";"AV. POBLADOS E-O(CARABANCHEL BAJO-EUGENIA MONTIJO)";436552.857939529;4469701.128189647;-3.74739787135901;40.37547881790288
"URB";11;10684;"38003";"NTRA. SRA. FATIMA O-E(PINGÜINO-EUGENIA MONTIJO)(CARRIL DERECHO)";436435.834946706;4470032.537274993;-3.74880932488384;40.37845538101021
"URB";5;3975;"06035";"Principe Vergara S-N - Maria Molina-Francisco Silvela";442406.720061788;4476561.822321024;-3.67906594421187;40.43770870124698
"URB";5;5552;"61040";"Av.Pio XII S-N - Madre de Dios-Madreselva";442679.048227565;4479320.289089403;-3.67610420881718;40.46257708647656
"URB";5;5554;"61042";"(AFOROS)Av.Pio XII S-N - Memorial 11 de Marzo 2004-José Bardasano";442863.66213135;4479906.816067006;-3.67397963232467;40.46787350214021
"URB";15;5942;"44044";"Hermanos García Noblejas - Alcalá-Caunedo";445913.476414849;4476488.521232963;-3.63771504883542;40.43728383281945
"URB";8;6598;"78008";"PALAS DEL REY E-0 (TORQUES - CAMINO SANTIAGO)";443332.901186444;4484383.751618767;-3.66884511835779;40.50823578553283
"URB";11;5247;"49034";"GRAL. RICARDOS E-O(PEDRO DIEZ-OCA)";438016.704581385;4471246.406396208;-3.73030564011783;40.38950956751613
"URB";8;3795;"78011";"VALCARLOS S-N (SANTO DOMINGO DE LA CALZADA - PALAS DEL REY)";443679.323183594;4484000.102039068;-3.66472241858736;40.50480330699135
"URB";10;5333;"86032";"RAFAEL FINAT N-S(BLANCO SOLER-VALLE INCLAN)";434825.445525604;4470367.468188775;-3.76781296589799;40.38134818310856
"URB";2;4081;"11004";"(AFOROS) VADO STA. CATALINA S-N(PTE. ANDALUCIA-PL. LEGAZPI)";440884.570136001;4471293.898005067;-3.69652242669068;40.39014585283083
"URB";20;3711;"71019";"Miguel Yuste - Albasanz-Julián Camarillo";447101.891058696;4476448.829415992;-3.62370036473453;40.43700270836785
"URB";5;5553;"61041";"Av.Pio XII S-N - Madreselva-Manuel  Montilla";442711.15701172;4479511.673516588;-3.67574278604659;40.46430337827368
"URB";5;5556;"61044";"Madre de Dios E-O - Palmito-Av.Pio XI";442734.928560489;4479252.162571725;-3.67543899302854;40.46196722509038
"URB";11;4926;"38005";"AV. POBLADOS O-E(AV. EURO-AV. ABRANTES)";437316.526927717;4469503.108754072;-3.73838320432483;40.37375275243425
"URB";20;6000;"45407";"Hermanos García Noblejas - Esculano-Castillo de Uclés";446612.639632412;4475232.896837557;-3.62936647285938;40.4260176129004
"URB";11;11022;"38020";"AV. POBLADOS E-O(ANTONIO RODRIGUEZ-CARABANCHEL BAJO)";436698.037443468;4469583.919708836;-3.74567617602541;40.37443399031997
"URB";2;4082;"11005";"Po CHOPERA O-E(PL. GENERAL MAROTO -PL. LEGAZPI)";440905.864025467;4471498.586852864;-3.6962905425251;40.3919913084597
"URB";10;5334;"86033";"GRAL. MILLAN ASTRAY E-O(FUERTE DE NAVIDAD-RAFAEL FINAT)";434830.401777625;4470232.943401253;-3.7677408242424;40.38013671793559
"URB";2;4093;"11022";"BOLIVAR E-O(HIERRO-EMBAJADORES)";441218.1052425;4471492.125719105;-3.69261114621297;40.39195519684404
"URB";6;3588;"32034";"CAMINO CHORRILLO S-N(ENTRADA A PIEDRAFITA CEBRERO)";439608.320898309;4480122.30745368;-3.7123973745465;40.46958445414151
"URB";20;3698;"71021";"Miguel Yuste - Gta. Arcentales-Emilio Muñóz";447243.749977142;4476082.989499972;-3.62199748602708;40.43371601742744
"URB";12;4943;"38024";"AV. POBLADOS E-O(GUETARIA-CTRA. TOLEDO)";439088.239731006;4469502.633266636;-3.71751475033453;40.37387983085624
"URB";5;3976;"06036";"Francisco Silvela O-E - Gta. Lopez Hoyos-Principe Vergara";442321.579073732;4476804.977054267;-3.68009182322184;40.43989325540663
"URB";10;3636;"86035";"(AFORO)AV. LAS AGUILAS O-E(GUAREÑA-AV. POBLADOS)";435180.002457978;4470705.500070067;-3.76367071769149;40.38442096719771
"URB";20;11319;"64061";"Av Canillejas a Vicalvaro - Pobladura del Valle-Arcos del Jalón";448152.264197798;4475422.963502108;-3.6112328271119;40.42782722741615
"URB";11;11021;"38021";"CARABANCHEL BAJO S-N(CHIRIVITA-AV. POBLADOS)";436542.647171289;4469586.265975761;-3.74750670810717;40.37444331011107
"URB";11;10580;"50031";"CARRIL BUS AV.OPORTO O-E (VIANA-PL.ELIPTICA)";438901.163080168;4470759.395234647;-3.71983876166255;40.38518767566561
"URB";10;10796;"86041";"SINFONIA O-E (POEMA SINFONICO-DANZA)";434264.688285181;4469488.029859495;-3.77432790037583;40.37338181154161
"URB";16;11192;"70010";"Av Fuerzas Armadas, 322 O-E (Via Servicio) - Av Fuerzas Armadas, 322-Gta Antonio Perpiña";447372.223825297;4481435.694847656;-3.6209266414481;40.48194431428507
"URB";16;11276;"72407";"Av. Manuel Fraga Iribarne (CARRIL BUS) - AV. Manuel Fraga iribarne 115 - José Antonio Fdez. Ordóñez";448433.25332997;4482512.753112667;-3.60849642913409;40.49171360312548
"URB";11;4942;"38023";"LATERAL C.TOLEDO N-S(PL. ELIPTICA-AV. POBLADOS)";438895.548741023;4469616.939271545;-3.7197953563877;40.37489545279296
"URB";11;5078;"50015";"VIA E-O(MERCEDES DOMINGO-PORTALEGRE)";438690.638686885;4470945.797859891;-3.72233681672379;40.38685141511585
"URB";5;5557;"61045";"Alfonso XIII O-E - Victor Andrés Belaunde-Bolivia";442543.406548009;4479069.756268242;-3.6776813238803;40.46031080516334
"URB";16;6623;"79030";"Ingeniero Emilio Herrera - Av. Francisco Pi y Margall-Av. Manoteras";444198.77288714;4482055.087873949;-3.65842071350844;40.48731687946244
"URB";11;5089;"50023";"MERCEDES DOMINGO N-S";438734.412894002;4470781.403746298;-3.72180530550303;40.38537369371303
"URB";11;10250;"50040";"AV.OPORTO O-E (VIANA-PL.ELIPTICA)";438901.436464412;4470762.8125377;-3.71983586874031;40.38521848045107
"URB";10;10570;"95041";"PTA. DEL ANGEL S-N(PSO. EXTREMADURA-AV. PORTUGAL)";438175.005909788;4473950.879963597;-3.72870329453675;40.41388443483321
"URB";11;10594;"84007";"AV. EURO O-S(MAELLA-DURO)";436705.114593653;4468551.532491823;-3.74549032869868;40.3651343075522
"URB";20;6525;"71026";"Cronos - San Romualdo-Julián Camarillo";447373.44966415;4476408.271172347;-3.62049534584308;40.43665456470168
"URB";10;5331;"86030";"GRAL. MILLAN ASTRAY S-N(GANDO-BLAS CABRERA)";434960.72320203;4469887.190587532;-3.76617039707818;40.37703221853106
"URB";4;3980;"06040";"Jose Ortega y Gasset, 16 O-E - Lagasca-Velazquez";441931.731027107;4475746.513288887;-3.68459153287363;40.43033097446785
"URB";6;10166;"32038";"PSO. DIRECCION E-O (AV. ASTURIAS - REYES AIZQUIBEL)";440346.260063842;4480184.900744106;-3.70369894757525;40.47020164031014
"URB";11;5119;"51020";"LAGUNA S-N (VENCEJO - DR. URQUIOLA)";437012.983352589;4471038.816813513;-3.74211032249257;40.38756422020989
